Randomly Generated Puzzle
black_square_placement_prob: 0.2
bulb_placement_prob: 0.3
black_square_value_weights: 1,5,3,2,2,15
override_random_board_dimensions: 1
min_random_board_dimension: 3
generate_uniform_random_puzzle: 1
max_random_board_dimension: 10
override_num_cols: 10
override_num_rows: 12

board size (#cols x #rows): 10 x 12
seed: 1538156621.1724582
mu: 20
lambda: 5
enforce_adj_quotas: 1
num_experiment_runs: 30
num_fitness_evaluations: 10000
n_termination_convergence_criterion: 500
termination_convergence_criterion_magnitude: 1e-4
use_comma_survival_strategy: 0
use_penalty_function: 0
penalty_coefficient: 3
use_repair_function: 0
repair_retry_count: 1
parent_population_size: 20
use_uniform_random_parent_selection: 0
use_fitness_proportional_parent_selection: 0
fitness_proportional_parent_div: 3.0
fitness_proportional_parent_offset: 1.0
k_parent_selection: 2
use_uniform_random_survival_selection: 0
use_truncation: 0
use_fitness_proportional_survival_selection: 0
fitness_proportional_survival_div: 3.0
fitness_proportional_survival_offset: 1.0
k_survival_selection: 2
n_point_crossover: 2
parent_selection_weight: 0.5
mutation_probability: 0.4
rand_num_bulb_shuffles: 1
num_bulb_placement_failures_mutation: 1
num_bulb_removals_mutation: 1
mutation_factor_criterion: 100
mutation_factor_criterion_magnitude: 1e-2
mutation_scale_factor: 2
force_validity: 1
num_bulb_placement_failures: 3
use_external_seed: 1
adj_value_dont_care: 5
max_num_random_bulb_placements: 1
arbitrary_large_number: 999999
visualize_best_solution: 0

Result Log

Run 1
20	0.0	0
25	0.0	0
30	0.0	0
35	0.0	0
40	0.0	0
45	0.0	0
50	0.0	0
55	0.0	0
60	0.0	0
65	0.0	0
70	0.0	0
75	0.0	0
80	0.0	0
85	0.0	0
90	0.0	0
95	0.0	0
100	0.0	0
105	0.0	0
110	0.0	0
115	0.0	0
120	0.0	0
125	0.0	0
130	0.0	0
135	0.0	0
140	0.0	0
145	0.0	0
150	0.0	0
155	0.0	0
160	0.0	0
165	0.0	0
170	0.0	0
175	0.0	0
180	0.0	0
185	0.0	0
190	0.0	0
195	0.0	0
200	0.0	0
205	0.0	0
210	0.0	0
215	0.0	0
220	0.0	0
225	0.0	0
230	0.0	0
235	0.0	0
240	0.0	0
245	0.0	0
250	0.0	0
255	0.0	0
260	0.0	0
265	0.0	0
270	0.0	0
275	0.0	0
280	0.0	0
285	0.0	0
290	0.0	0
295	0.0	0
300	0.0	0
305	0.0	0
310	0.0	0
315	0.0	0
320	0.0	0
325	0.0	0
330	0.0	0
335	0.0	0
340	0.0	0
345	0.0	0
350	0.0	0
355	0.0	0
360	0.0	0
365	0.0	0
370	0.0	0
375	0.0	0
380	0.0	0
385	0.0	0
390	0.0	0
395	0.0	0
400	0.0	0
405	0.0	0
410	0.0	0
415	0.0	0
420	0.0	0
425	0.0	0
430	0.0	0
435	0.0	0
440	0.0	0
445	0.0	0
450	0.0	0
455	0.0	0
460	0.0	0
465	0.0	0
470	0.0	0
475	0.0	0
480	0.0	0
